Date,Aktual_Test,Prediksi_ARIMA,Batas_Bawah_95%,Batas_Atas_95%
2025-11-28,7875.8798828125,9285.480423986533,6798.028178586388,11772.932669386679
2025-12-01,7994.85107421875,9285.480423986533,6792.963661244561,11777.997186728506
2025-12-02,7971.05712890625,9285.480423986533,6787.909413593993,11783.051434379075
2025-12-03,7951.8955078125,9285.480423986533,6782.865373413093,11788.095474559974
2025-12-04,7880.04150390625,9285.480423986533,6777.83147910605,11793.129368867016
2025-12-05,7951.8955078125,9285.480423986533,6772.807669694066,11798.153178279
2025-12-08,7951.8955078125,9285.480423986533,6767.793884806728,11803.166963166339
2025-12-09,7760.28369140625,9285.480423986533,6762.790064673547,11808.17078329952
2025-12-10,7736.33251953125,9285.480423986533,6757.79615011565,11813.164697857417
2025-12-11,7664.47802734375,9285.480423986533,6752.8120825376045,11818.148765435462
2025-12-12,7664.47802734375,9285.480423986533,6747.837803919405,11823.123044053662
2025-12-15,7951.8955078125,9285.480423986533,6742.873256808588,11828.08759116448
2025-12-16,7736.33251953125,9285.480423986533,6737.918384312494,11833.042463660573
2025-12-17,7688.42919921875,9285.480423986533,6732.973130090659,11837.987717882408
2025-12-18,7832.13818359375,9285.480423986533,6728.037438347335,11842.923409625731
2025-12-19,7712.380859375,9285.480423986533,6723.111253824156,11847.849594148911
2025-12-22,7832.13818359375,9285.480423986533,6718.1945217929115,11852.766326180155
2025-12-23,7688.42919921875,9285.480423986533,6713.287188048453,11857.673659924614
2025-12-24,7688.42919921875,9285.480423986533,6708.389198901727,11862.57164907134
2025-12-29,7688.42919921875,9285.480423986533,6703.500501172918,11867.460346800148
2025-12-30,7736.33251953125,9285.480423986533,6698.621042184714,11872.339805788353
2026-01-02,7688.42919921875,9285.480423986533,6693.7507697556775,11877.21007821739
2026-01-05,7736.33251953125,9285.480423986533,6688.889632193748,11882.071215779319
2026-01-06,7832.13818359375,9285.480423986533,6684.037578289826,11886.92326968324
2026-01-07,7808.18701171875,9285.480423986533,6679.194557311492,11891.766290661575
2026-01-08,7712.380859375,9285.480423986533,6674.360518996806,11896.600328976261
2026-01-09,7784.2353515625,9285.480423986533,6669.535413548229,11901.425434424837
2026-01-12,7688.42919921875,9285.480423986533,6664.719191626639,11906.241656346428
2026-01-13,7736.33251953125,9285.480423986533,6659.911804345438,11911.049043627629
2026-01-14,7664.47802734375,9285.480423986533,6655.113203264769,11915.847644708298
2026-01-15,7736.33251953125,9285.480423986533,6650.323340385818,11920.63750758725
2026-01-19,7784.2353515625,9285.480423986533,6645.54216814521,11925.418679827857
2026-01-20,7664.47802734375,9285.480423986533,6640.769639409509,11930.191208563558
2026-01-21,7377.06005859375,9285.480423986533,6636.005707469783,11934.955140503283
2026-01-22,7329.15673828125,9285.480423986533,6631.250326036281,11939.710521936786
2026-01-23,7329.15673828125,9285.480423986533,6626.503449233179,11944.457398739887
2026-01-26,7329.15673828125,9285.480423986533,6621.765031593421,11949.195816379646
2026-01-27,7185.44775390625,9285.480423986533,6617.035028053634,11953.925819919434
2026-01-28,6730.36962890625,9285.480423986533,6612.313393949132,11958.647454023936
2026-01-29,6898.0302734375,9285.480423986533,6607.600085008991,11963.360762964076
2026-01-30,7089.64208984375,9285.480423986533,6602.89505735121,11968.065790621857
2026-02-02,7281.25390625,9285.480423986533,6598.198267477943,11972.762580495124
2026-02-03,7329.15673828125,9285.480423986533,6593.509672270803,11977.451175702263
2026-02-04,7472.86572265625,9285.480423986533,6588.829228986251,11982.131618986816
2026-02-05,7472.86572265625,9285.480423986533,6584.156895251046,11986.80395272202
2026-02-06,7353.1083984375,9285.480423986533,6579.49262905777,11991.468218915297
2026-02-09,7185.44775390625,9285.480423986533,6574.8363887604155,11996.124459212651
2026-02-10,7161.49658203125,9285.480423986533,6570.188133070062,12000.772714903005
2026-02-11,7137.544921875,9285.480423986533,6565.547821050586,12005.41302692248
2026-02-12,7017.78759765625,9285.480423986533,6560.915412114471,12010.045435858596
2026-02-13,6898.0302734375,9285.480423986533,6556.290866018655,12014.669981954412
2026-02-18,6969.884765625,9285.480423986533,6551.674142860455,12019.286705112612
2026-02-19,6874.07861328125,9285.480423986533,6547.065203073553,12023.895644899514
2026-02-20,6921.9814453125,9285.480423986533,6542.464007424032,12028.496840549034
2026-02-23,6993.8359375,9285.480423986533,6537.870517006491,12033.090330966575
2026-02-24,6921.9814453125,9285.480423986533,6533.284693240195,12037.676154732872
2026-02-25,7017.78759765625,9285.480423986533,6528.7064978653025,12042.254350107763
2026-02-26,6993.8359375,9285.480423986533,6524.135892939138,12046.824955033928
2026-02-27,6874.07861328125,9285.480423986533,6519.572840832525,12051.388007140542
2026-03-02,6730.36962890625,9285.480423986533,6515.017304226167,12055.9435437469
2026-03-03,6778.2724609375,9285.480423986533,6510.469246107093,12060.491601865975
2026-03-04,6586.66064453125,9285.480423986533,6505.928629765146,12065.032218207922
2026-03-05,6802.22412109375,9285.480423986533,6501.395418789525,12069.565429183542
2026-03-06,6706.41796875,9285.480423986533,6496.8695770653785,12074.091270907687
2026-03-09,6586.66064453125,9285.480423986533,6492.351068770449,12078.609779202618
2026-03-10,6682.466796875,9285.480423986533,6487.839858371768,12083.120989601299
2026-03-11,6538.7578125,9285.480423986533,6483.335910622385,12087.624937350682
2026-03-12,6610.6123046875,9285.480423986533,6478.839190558168,12092.121657414898
2026-03-13,6586.66064453125,9285.480423986533,6474.34966349463,12096.611184478437
2026-03-16,6466.9033203125,9285.480423986533,6469.867295023805,12101.093552949262
2026-03-17,6490.8544921875,9285.480423986533,6465.39205101118,12105.568796961887
2026-03-25,6610.6123046875,9285.480423986533,6460.923897592653,12110.036950380414
2026-03-26,6586.66064453125,9285.480423986533,6456.462801171546,12114.49804680152
2026-03-27,6419.0,9285.480423986533,6452.008728415664,12118.952119557402
2026-03-30,6450.0,9285.480423986533,6447.561646254382,12123.399201718685
2026-03-31,6450.0,9285.480423986533,6443.121521875781,12127.839326097286
2026-04-01,6500.0,9285.480423986533,6438.688322723827,12132.27252524924
2026-04-02,6575.0,9285.480423986533,6434.262016495583,12136.698831477483
2026-04-06,6500.0,9285.480423986533,6429.842571138466,12141.1182768346
2026-04-07,6500.0,9285.480423986533,6425.429954847534,12145.530893125533
2026-04-08,6750.0,9285.480423986533,6421.024136062819,12149.936711910248
2026-04-09,6475.0,9285.480423986533,6416.625083466695,12154.335764506372
2026-04-10,6700.0,9285.480423986533,6412.232765981276,12158.72808199179
2026-04-13,6575.0,9285.480423986533,6407.847152765862,12163.113695207205
2026-04-14,6750.0,9285.480423986533,6403.468213214401,12167.492634758666
2026-04-15,6550.0,9285.480423986533,6399.095916953008,12171.86493102006
2026-04-16,6525.0,9285.480423986533,6394.730233837501,12176.230614135566
2026-04-17,6425.0,9285.480423986533,6390.371133950982,12180.589714022084
