ds,y
2022-05-30,6612.1513671875
2022-05-31,6764.9072265625
2022-06-02,6612.1513671875
2022-06-03,6633.9736328125
2022-06-06,6503.03955078125
2022-06-07,6437.57275390625
2022-06-08,6633.9736328125
2022-06-09,6546.6845703125
2022-06-10,6415.75048828125
2022-06-13,6415.75048828125
2022-06-14,6459.3955078125
2022-06-15,6393.9287109375
2022-06-16,6612.1513671875
2022-06-17,6546.6845703125
2022-06-20,6655.7958984375
2022-06-21,6677.61865234375
2022-06-22,6546.6845703125
2022-06-23,6568.50634765625
2022-06-24,6524.86279296875
2022-06-27,6415.75048828125
2022-06-28,6372.10693359375
2022-06-29,6350.28369140625
2022-06-30,6328.4619140625
2022-07-01,6328.4619140625
2022-07-04,6153.8837890625
2022-07-05,6328.4619140625
2022-07-06,6372.10693359375
2022-07-07,6197.52783203125
2022-07-08,6241.1728515625
2022-07-11,6219.3505859375
2022-07-12,6262.99365234375
2022-07-13,6110.23876953125
2022-07-14,6132.06103515625
2022-07-15,6110.23876953125
2022-07-18,6241.1728515625
2022-07-19,6262.99365234375
2022-07-20,6459.3955078125
2022-07-21,6459.3955078125
2022-07-22,6393.9287109375
2022-07-25,6372.10693359375
2022-07-26,6372.10693359375
2022-07-27,6393.9287109375
2022-07-28,6415.75048828125
2022-07-29,6415.75048828125
2022-08-01,6546.6845703125
2022-08-02,6633.9736328125
2022-08-03,6655.7958984375
2022-08-04,6808.5517578125
2022-08-05,6874.0185546875
2022-08-08,6874.0185546875
2022-08-09,6895.84130859375
2022-08-10,6895.84130859375
2022-08-11,6939.48583984375
2022-08-12,6917.6630859375
2022-08-15,6939.48583984375
2022-08-16,6961.30810546875
2022-08-18,6983.1298828125
2022-08-19,6895.84130859375
2022-08-22,6983.1298828125
2022-08-23,6895.84130859375
2022-08-24,6939.48583984375
2022-08-25,7048.59716796875
2022-08-26,6983.1298828125
2022-08-29,7114.06396484375
2022-08-30,7135.88623046875
2022-08-31,7157.70849609375
2022-09-01,7114.06396484375
2022-09-02,7179.53076171875
2022-09-05,7223.1748046875
2022-09-06,7223.1748046875
2022-09-07,7310.46484375
2022-09-08,7288.64208984375
2022-09-09,7310.46484375
2022-09-12,7310.46484375
2022-09-13,7441.3984375
2022-09-14,7419.576171875
2022-09-15,7637.79931640625
2022-09-16,7375.93017578125
2022-09-19,7550.51025390625
2022-09-20,7463.220703125
2022-09-21,7397.75390625
2022-09-22,7397.75390625
2022-09-23,7310.46484375
2022-09-26,7354.1083984375
2022-09-27,7244.998046875
2022-09-28,7266.81982421875
2022-09-29,7310.46484375
2022-09-30,7463.220703125
2022-10-03,7419.576171875
2022-10-04,7463.220703125
2022-10-05,7375.93017578125
2022-10-06,7354.1083984375
2022-10-07,7157.70849609375
2022-10-10,7244.998046875
2022-10-11,7201.35302734375
2022-10-12,7266.81982421875
2022-10-13,7223.1748046875
2022-10-14,7201.35302734375
2022-10-17,7201.35302734375
2022-10-18,7244.998046875
2022-10-19,7223.1748046875
2022-10-20,7419.576171875
2022-10-21,7550.51025390625
2022-10-24,7768.7333984375
2022-10-25,7594.154296875
2022-10-26,7463.220703125
2022-10-27,7594.154296875
2022-10-28,7637.79931640625
2022-10-31,7681.44384765625
2022-11-01,7681.44384765625
2022-11-02,7637.79931640625
2022-11-03,7681.44384765625
2022-11-04,7659.62109375
2022-11-07,7725.08740234375
2022-11-08,7637.79931640625
2022-11-09,7746.9111328125
2022-11-10,7681.44384765625
2022-11-11,7725.08740234375
2022-11-14,7637.79931640625
2022-11-15,7681.44384765625
2022-11-16,7506.865234375
2022-11-17,7615.97705078125
2022-11-18,7703.26611328125
2022-11-21,7615.97705078125
2022-11-22,7768.7333984375
2022-11-23,7746.9111328125
2022-11-24,7856.02197265625
